#Digilent WaveForms Logic Analyzer Bus Events
#Device Name: Discovery2
#Serial Number: SN:210321A7F8BC
#Date Time: 2019-08-15 15:51:39.054

Time (s),Event
0.50084734,b1111
0.50086312,b0010
0.50086484,b1111
0.5008806,b0010
0.50088232,b1111
0.5008981,b0010
0.50089982,b1111
0.5009156,b0010
0.50091732,b1111
0.5009331,b0010
0.50093482,b1111
0.5009506,b0010
0.50095232,b1111
0.5009681,b0010
0.50096982,b1111
0.5009856,b0010
0.50098732,b1111
0.50100308,b0010
0.50100482,b1111
0.50102058,b0010
0.5010223,b1111
0.50103808,b0010
0.5010398,b1111
0.50105558,b0010
0.5010573,b1111
0.50107308,b0010
0.5010748,b1111
0.50109058,b0010
0.5010923,b1111
0.50110808,b0010
0.5011098,b1111
0.50112558,b0010
0.5011273,b1111
0.50114306,b0010
0.50114478,b1111
0.50116056,b0010
0.50116228,b1111
0.50117806,b0010
0.50117978,b1111
0.50119556,b0010
0.50119728,b1111
0.50121306,b0010
0.50121478,b1111
0.50123056,b0010
0.50123228,b1111
0.50124806,b0010
0.50124978,b1111
0.50126554,b0010
0.50126726,b1111
0.50128304,b0010
0.50128476,b1111
0.50130054,b0010
0.50130226,b1111
0.50131804,b0010
0.50131976,b1111
0.50133554,b0010
0.50133726,b1111
0.50135304,b0010
0.50135476,b1111
0.50137054,b0010
0.50137226,b1111
0.50138802,b0010
0.50138974,b1111
0.50140552,b0010
0.50140724,b1111
0.50142302,b0010
0.50142474,b1111
0.50144052,b0010
0.50144224,b1111
0.50145802,b0010
0.50145974,b1111
0.50147552,b0010
0.50147724,b1111
0.50149302,b0010
0.50149474,b1111
0.5015105,b0010
0.50151222,b1111
0.501528,b0010
0.50152972,b1111
0.5015455,b0010
0.50154722,b1111
0.501563,b0010
0.50156472,b1111
0.5015805,b0010
0.50158222,b1111
0.501598,b0010
0.50159972,b1111
0.5016155,b0010
0.50161722,b1111
0.50163298,b0010
0.50163472,b1111
0.50165048,b0010
0.5016522,b1111
0.50166798,b0010
0.5016697,b1111
0.50168548,b0010
0.5016872,b1111
0.50170298,b0010
0.5017047,b1111
0.50172048,b0010
0.5017222,b1111
0.50173798,b0010
0.5017397,b1111
0.50175546,b0010
0.5017572,b1111
0.50177296,b0010
0.50177468,b1111
0.50179046,b0010
0.50179218,b1111
0.50180796,b0010
0.50180968,b1111
0.50182546,b0010
0.50182718,b1111
0.50184296,b0010
0.50184468,b1111
0.50186046,b0010
0.50186218,b1111
0.50187794,b0010
0.50187968,b1111
0.50189544,b0010
0.50189716,b1111
0.50191294,b0010
0.50191466,b1111
0.50193044,b0010
0.50193216,b1111
0.50194794,b0010
0.50194966,b1111
0.50196544,b0010
0.50196716,b1111
0.50198294,b0010
0.50198466,b1111
0.50200044,b0010
0.50200216,b1111
0.50201792,b0010
0.50201964,b1111
0.50203542,b0010
0.50203714,b1111
0.50205292,b0010
0.50205464,b1111
0.50207042,b0010
0.50207214,b1111
0.50208792,b0010
0.50208964,b1111
0.50210542,b0010
0.50210714,b1111
0.50212292,b0010
0.50212464,b1111
0.5021404,b0010
0.50214212,b1111
0.5021579,b0010
0.50215962,b1111
0.5021804,b0111
0.50218212,b1111
0.5759937,b0111
0.57599542,b1111
0.5759987,b0010
0.57600042,b1111
0.58116538,b0000
0.5811671,b1111
0.58117038,b0001
0.5811721,b1111
0.58117538,b0010
0.5811771,b1111
0.58118538,b0111
0.5811871,b1111
0.58120538,b0111
0.5812071,b1110
0.58121038,b0010
0.5812121,b1111
0.58122788,b0010
0.5812296,b1111
0.58124538,b0010
0.5812471,b1111
0.58126286,b0010
0.58126458,b1111
0.58128036,b0010
0.58128208,b1111
0.58129786,b0010
0.58129958,b1111
0.58131536,b0010
0.58131708,b1111
0.58133286,b0010
0.58133458,b1111
0.58135036,b0010
0.58135208,b1111
0.58136786,b0010
0.58136958,b1111
0.58138534,b0010
0.58138706,b1111
0.58140284,b0010
0.58140456,b1111
0.58142034,b0010
0.58142206,b1111
0.58143784,b0010
0.58143956,b1111
0.58145534,b0010
0.58145706,b1111
0.58147284,b0010
0.58147456,b1111
0.58149034,b0010
0.58149206,b1111
0.58150782,b0010
0.58150956,b1111
0.58152532,b0010
0.58152704,b1111
0.58154282,b0010
0.58154454,b1111
0.58156032,b0010
0.58156204,b1111
0.58157782,b0010
0.58157954,b1111
0.58159532,b0010
0.58159704,b1111
0.58161282,b0010
0.58161454,b1111
0.58163032,b0010
0.58163204,b1111
0.5816478,b0010
0.58164952,b1111
0.5816653,b0010
0.58166702,b1111
0.5816828,b0010
0.58168452,b1111
0.5817003,b0010
0.58170202,b1111
0.5817178,b0010
0.58171952,b1111
0.5817353,b0010
0.58173702,b1111
0.5817528,b0010
0.58175452,b1111
0.58177028,b0010
0.581772,b1111
0.58178778,b0010
0.5817895,b1111
0.58180528,b0010
0.581807,b1111
0.58182278,b0010
0.5818245,b1111
0.58184028,b0010
0.581842,b1111
0.58185778,b0010
0.5818595,b1111
0.58187528,b0010
0.581877,b1111
0.58189276,b0010
0.58189448,b1111
0.58191026,b0010
0.58191198,b1111
0.58192776,b0010
0.58192948,b1111
0.58194526,b0010
0.58194698,b1111
0.58196276,b0010
0.58196448,b1111
0.58198026,b0010
0.58198198,b1111
0.58199776,b0010
0.58199948,b1111
0.58201524,b0010
0.58201696,b1111
0.58203274,b0010
0.58203446,b1111
0.58205024,b0010
0.58205196,b1111
0.58206774,b0010
0.58206946,b1111
0.58208524,b0010
0.58208696,b1111
0.58210274,b0010
0.58210446,b1111
0.58212024,b0010
0.58212196,b1111
0.58213772,b0010
0.58213946,b1111
0.58215522,b0010
0.58215694,b1111
0.58217272,b0010
0.58217444,b1111
0.58219022,b0010
0.58219194,b1111
0.58220772,b0010
0.58220944,b1111
0.58222522,b0010
0.58222694,b1111
0.58224272,b0010
0.58224444,b1111
0.58226022,b0010
0.58226194,b1111
0.5822777,b0010
0.58227942,b1111
0.5822952,b0010
0.58229692,b1111
0.5823127,b0010
0.58231442,b1111
0.5823302,b0010
0.58233192,b1111
0.5823477,b0010
0.58234942,b1111
0.5823652,b0010
0.58236692,b1111
0.5823827,b0010
0.58238442,b1111
0.58240018,b0010
0.5824019,b1111
0.58241768,b0010
0.5824194,b1111
0.58243518,b0010
0.5824369,b1111
0.58245268,b0010
0.5824544,b1111
0.58247018,b0010
0.5824719,b1111
0.58248768,b0010
0.5824894,b1111
0.58250518,b0010
0.5825069,b1111
0.58252266,b0010
0.58252438,b1111
0.58254016,b0010
0.58254188,b1111
0.58255766,b0010
0.58255938,b1111
0.58257516,b0010
0.58257688,b1111
0.58259266,b0010
0.58259438,b1111
0.58261016,b0010
0.58261188,b1111
0.58262766,b0010
0.58262938,b1111
0.58264514,b0010
0.58264686,b1111
0.58266264,b0010
0.58266436,b1111
0.58268014,b0010
0.58268186,b1111
0.58269764,b0010
0.58269936,b1111
0.58271514,b0010
0.58271686,b1111
0.58273264,b0010
0.58273436,b1111
0.58275014,b0010
0.58275186,b1111
0.58276762,b0010
0.58276936,b1111
0.58278512,b0010
0.58278684,b1111
0.58280262,b0010
0.58280434,b1111
0.58282012,b0010
0.58282184,b1111
0.58283762,b0010
0.58283934,b1111
0.58285512,b0010
0.58285684,b1111
0.58287262,b0010
0.58287434,b1111
0.58289012,b0010
0.58289184,b1111
0.5829076,b0010
0.58290932,b1111
0.5829251,b0010
0.58292682,b1111
0.5829426,b0010
0.58294432,b1111
0.5829601,b0010
0.58296182,b1111
0.5829776,b0010
0.58297932,b1111
0.5829951,b0010
0.58299682,b1111
0.5830126,b0010
0.58301432,b1111
0.58303008,b0010
0.5830318,b1111
0.58304758,b0010
0.5830493,b1111
0.58306508,b0010
0.5830668,b1111
0.58308258,b0010
0.5830843,b1111
0.58310008,b0010
0.5831018,b1111
0.58311758,b0010
0.5831193,b1111
0.58313508,b0010
0.5831368,b1111
0.58315256,b0010
0.58315428,b1111
0.58317006,b0010
0.58317178,b1111
0.58318756,b0010
0.58318928,b1111
0.58320506,b0010
0.58320678,b1111
0.58322256,b0010
0.58322428,b1111
0.58324006,b0010
0.58324178,b1111
0.58325756,b0010
0.58325928,b1111
0.58327504,b0010
0.58327676,b1111
0.58329254,b0010
0.58329426,b1111
0.58331004,b0010
0.58331176,b1111
0.58332754,b0010
0.58332926,b1111
0.58334504,b0010
0.58334676,b1111
0.58336254,b0010
0.58336426,b1111
0.58338004,b0010
0.58338176,b1111
0.58339752,b0010
0.58339926,b1111
0.58341502,b0010
0.58341674,b1111
0.58343252,b0010
0.58343424,b1111
0.58345002,b0010
0.58345174,b1111
0.58346752,b0010
0.58346924,b1111
0.58348502,b0010
0.58348674,b1111
0.58350252,b0010
0.58350424,b1111
0.58352,b0010
0.58352174,b1111
0.5835375,b0010
0.58353922,b1111
0.583555,b0010
0.58355672,b1111
0.5835725,b0010
0.58357422,b1111
0.58359,b0010
0.58359172,b1111
0.5836075,b0010
0.58360922,b1111
0.583625,b0010
0.58362672,b1111
0.58364248,b0010
0.58364422,b1111
0.58365998,b0010
0.5836617,b1111
0.58367748,b0010
0.5836792,b1111
0.58369498,b0010
0.5836967,b1111
0.58371248,b0010
0.5837142,b1111
0.58372998,b0010
0.5837317,b1111
0.58374748,b0010
0.5837492,b1111
0.58376498,b0010
0.5837667,b1111
0.58378246,b0010
0.58378418,b1111
0.58379996,b0010
0.58380168,b1111
0.58381746,b0010
0.58381918,b1111
0.58383496,b0010
0.58383668,b1111
0.58385246,b0010
0.58385418,b1111
0.58386996,b0010
0.58387168,b1111
0.58388746,b0010
0.58388918,b1111
0.58390494,b0010
0.58390666,b1111
0.58392244,b0010
0.58392416,b1111
0.58393994,b0010
0.58394166,b1111
0.58395744,b0010
0.58395916,b1111
0.58397494,b0010
0.58397666,b1111
0.58399244,b0010
0.58399416,b1111
0.58400994,b0010
0.58401166,b1111
0.58402742,b0010
0.58402916,b1111
0.58404492,b0010
0.58404664,b1111
0.58406242,b0010
0.58406414,b1111
0.58407992,b0010
0.58408164,b1111
0.58409742,b0010
0.58409914,b1111
0.58411492,b0010
0.58411664,b1111
0.58413242,b0010
0.58413414,b1111
0.58414992,b0010
0.58415164,b1111
0.5841674,b0010
0.58416912,b1111
0.5841849,b0010
0.58418662,b1111
0.5842024,b0010
0.58420412,b1111
0.5842199,b0010
0.58422162,b1111
0.5842374,b0010
0.58423912,b1111
0.5842549,b0010
0.58425662,b1111
0.5842724,b0010
0.58427412,b1111
0.58428988,b0010
0.5842916,b1111
0.58430738,b0010
0.5843091,b1111
0.58432488,b0010
0.5843266,b1111
0.58434238,b0010
0.5843441,b1111
0.58435988,b0010
0.5843616,b1111
0.58437738,b0010
0.5843791,b1111
0.58439488,b0010
0.5843966,b1111
0.58441236,b0010
0.58441408,b1111
0.58442986,b0010
0.58443158,b1111
0.58444736,b0010
0.58444908,b1111
0.58446486,b0010
0.58446658,b1111
0.58448236,b0010
0.58448408,b1111
0.58449986,b0010
0.58450158,b1111
0.58451736,b0010
0.58451908,b1111
0.58453486,b0010
0.58453658,b1111
0.58455234,b0010
0.58455406,b1111
0.58456984,b0010
0.58457156,b1111
0.58458734,b0010
0.58458906,b1111
0.58460484,b0010
0.58460656,b1111
0.58462234,b0010
0.58462406,b1111
0.58463984,b0010
0.58464156,b1111
0.58465734,b0010
0.58465906,b1111
0.58467482,b0010
0.58467654,b1111
0.58469232,b0010
0.58469404,b1111
0.58470982,b0010
0.58471154,b1111
0.58472732,b0010
0.58472904,b1111
0.58474482,b0010
0.58474654,b1111
0.58476232,b0010
0.58476404,b1111
0.58477982,b0010
0.58478154,b1111
0.5847973,b0010
0.58479902,b1111
0.5848148,b0010
0.58481652,b1111
0.5848323,b0010
0.58483402,b1111
0.5848498,b0010
0.58485152,b1111
0.5848673,b0010
0.58486902,b1111
0.5848848,b0010
0.58488652,b1111
0.5849023,b0010
0.58490402,b1111
0.58491978,b0010
0.5849215,b1111
0.58493728,b0010
0.584939,b1111
0.58495478,b0010
0.5849565,b1111
0.58497228,b0010
0.584974,b1111
0.58498978,b0010
0.5849915,b1111
0.58500728,b0010
0.585009,b1111
0.58502478,b0010
0.5850265,b1111
0.58504226,b0010
0.585044,b1111
0.58505976,b0010
0.58506148,b1111
0.58507726,b0010
0.58507898,b1111
0.58509476,b0010
0.58509648,b1111
0.58511226,b0010
0.58511398,b1111
0.58512976,b0010
0.58513148,b1111
0.58514726,b0010
0.58514898,b1111
0.58516476,b0010
0.58516648,b1111
0.58518224,b0010
0.58518396,b1111
0.58519974,b0010
0.58520146,b1111
0.58521724,b0010
0.58521896,b1111
0.58523474,b0010
0.58523646,b1111
0.58525224,b0010
0.58525396,b1111
0.58526974,b0010
0.58527146,b1111
0.58528724,b0010
0.58528896,b1111
0.58530472,b0010
0.58530644,b1111
0.58532222,b0010
0.58532394,b1111
0.58533972,b0010
0.58534144,b1111
0.58535722,b0010
0.58535894,b1111
0.58537472,b0010
0.58537644,b1111
0.58539222,b0010
0.58539394,b1111
0.58540972,b0010
0.58541144,b1111
0.5854272,b0010
0.58542892,b1111
0.5854447,b0010
0.58544642,b1111
0.5854622,b0010
0.58546392,b1111
0.5854797,b0010
0.58548142,b1111
0.5854972,b0010
0.58549892,b1111
0.5855147,b0010
0.58551642,b1111
0.5855322,b0010
0.58553392,b1111
0.58554968,b0010
0.5855514,b1111
0.58556718,b0010
0.5855689,b1111
0.58558468,b0010
0.5855864,b1111
0.58560218,b0010
0.5856039,b1111
0.58561968,b0010
0.5856214,b1111
0.58563718,b0010
0.5856389,b1111
0.58565468,b0010
0.5856564,b1111
0.58567716,b0111
0.5856789,b1111
0.65948048,b0111
0.6594822,b1111
0.65948548,b0010
0.6594872,b1111
0.66465216,b0000
0.66465388,b1111
0.66465716,b0001
0.66465888,b1111
0.66466214,b0010
0.66466386,b1111
0.66467214,b0111
0.66467386,b1111
0.66469214,b0111
0.66469386,b1110
0.66469714,b0010
0.66469886,b1111
0.66471464,b0010
0.66471636,b1111
0.66473214,b0010
0.66473386,b1111
0.66474964,b0010
0.66475136,b1111
0.66476714,b0010
0.66476886,b1111
0.66478462,b0010
0.66478636,b1111
0.66480212,b0010
0.66480384,b1111
0.66481962,b0010
0.66482134,b1111
0.66483712,b0010
0.66483884,b1111
0.66485462,b0010
0.66485634,b1111
0.66487212,b0010
0.66487384,b1111
0.66488962,b0010
0.66489134,b1111
0.6649071,b0010
0.66490884,b1111
0.6649246,b0010
0.66492632,b1111
0.6649421,b0010
0.66494382,b1111
0.6649596,b0010
0.66496132,b1111
0.6649771,b0010
0.66497882,b1111
0.6649946,b0010
0.66499632,b1111
0.6650121,b0010
0.66501382,b1111
0.66502958,b0010
0.66503132,b1111
0.66504708,b0010
0.6650488,b1111
0.66506458,b0010
0.6650663,b1111
0.66508208,b0010
0.6650838,b1111
0.66509958,b0010
0.6651013,b1111
0.66511708,b0010
0.6651188,b1111
0.66513458,b0010
0.6651363,b1111
0.66515208,b0010
0.6651538,b1111
0.66516956,b0010
0.66517128,b1111
0.66518706,b0010
0.66518878,b1111
0.66520456,b0010
0.66520628,b1111
0.66522206,b0010
0.66522378,b1111
0.66523956,b0010
0.66524128,b1111
0.66525706,b0010
0.66525878,b1111
0.66527456,b0010
0.66527628,b1111
0.66529204,b0010
0.66529376,b1111
0.66530954,b0010
0.66531126,b1111
0.66532704,b0010
0.66532876,b1111
0.66534454,b0010
0.66534626,b1111
0.66536204,b0010
0.66536376,b1111
0.66537954,b0010
0.66538126,b1111
0.66539704,b0010
0.66539876,b1111
0.66541452,b0010
0.66541624,b1111
0.66543202,b0010
0.66543374,b1111
0.66544952,b0010
0.66545124,b1111
0.66546702,b0010
0.66546874,b1111
0.66548452,b0010
0.66548624,b1111
0.66550202,b0010
0.66550374,b1111
0.66551952,b0010
0.66552124,b1111
0.665537,b0010
0.66553874,b1111
0.6655545,b0010
0.66555622,b1111
0.665572,b0010
0.66557372,b1111
0.6655895,b0010
0.66559122,b1111
0.665607,b0010
0.66560872,b1111
0.6656245,b0010
0.66562622,b1111
0.665642,b0010
0.66564372,b1111
0.6656595,b0010
0.66566122,b1111
0.66567698,b0010
0.6656787,b1111
0.66569448,b0010
0.6656962,b1111
0.66571198,b0010
0.6657137,b1111
0.66572948,b0010
0.6657312,b1111
0.66574698,b0010
0.6657487,b1111
0.66576448,b0010
0.6657662,b1111
0.66578198,b0010
0.6657837,b1111
0.66579946,b0010
0.66580118,b1111
0.66581696,b0010
0.66581868,b1111
0.66583446,b0010
0.66583618,b1111
0.66585196,b0010
0.66585368,b1111
0.66586946,b0010
0.66587118,b1111
0.66588696,b0010
0.66588868,b1111
0.66590446,b0010
0.66590618,b1111
0.66592194,b0010
0.66592366,b1111
0.66593944,b0010
0.66594116,b1111
0.66595694,b0010
0.66595866,b1111
0.66597444,b0010
0.66597616,b1111
0.66599194,b0010
0.66599366,b1111
0.66600944,b0010
0.66601116,b1111
0.66602694,b0010
0.66602866,b1111
0.66604444,b0010
0.66604616,b1111
0.66606192,b0010
0.66606364,b1111
0.66607942,b0010
0.66608114,b1111
0.66609692,b0010
0.66609864,b1111
0.66611442,b0010
0.66611614,b1111
0.66613192,b0010
0.66613364,b1111
0.66614942,b0010
0.66615114,b1111
0.66616692,b0010
0.66616864,b1111
0.6661844,b0010
0.66618612,b1111
0.6662019,b0010
0.66620362,b1111
0.6662194,b0010
0.66622112,b1111
0.6662369,b0010
0.66623862,b1111
0.6662544,b0010
0.66625612,b1111
0.6662719,b0010
0.66627362,b1111
0.6662894,b0010
0.66629112,b1111
0.66630688,b0010
0.6663086,b1111
0.66632438,b0010
0.6663261,b1111
0.66634188,b0010
0.6663436,b1111
0.66635938,b0010
0.6663611,b1111
0.66637688,b0010
0.6663786,b1111
0.66639438,b0010
0.6663961,b1111
0.66641188,b0010
0.6664136,b1111
0.66642936,b0010
0.66643108,b1111
0.66644686,b0010
0.66644858,b1111
0.66646436,b0010
0.66646608,b1111
0.66648186,b0010
0.66648358,b1111
0.66649936,b0010
0.66650108,b1111
0.66651686,b0010
0.66651858,b1111
0.66653436,b0010
0.66653608,b1111
0.66655186,b0010
0.66655358,b1111
0.66656934,b0010
0.66657106,b1111
0.66658684,b0010
0.66658856,b1111
0.66660434,b0010
0.66660606,b1111
0.66662184,b0010
0.66662356,b1111
0.66663934,b0010
0.66664106,b1111
0.66665684,b0010
0.66665856,b1111
0.66667434,b0010
0.66667606,b1111
0.66669182,b0010
0.66669354,b1111
0.66670932,b0010
0.66671104,b1111
0.66672682,b0010
0.66672854,b1111
0.66674432,b0010
0.66674604,b1111
0.66676182,b0010
0.66676354,b1111
0.66677932,b0010
0.66678104,b1111
0.66679682,b0010
0.66679854,b1111
0.6668143,b0010
0.66681602,b1111
0.6668318,b0010
0.66683352,b1111
0.6668493,b0010
0.66685102,b1111
0.6668668,b0010
0.66686852,b1111
0.6668843,b0010
0.66688602,b1111
0.6669018,b0010
0.66690352,b1111
0.6669193,b0010
0.66692102,b1111
0.66693678,b0010
0.6669385,b1111
0.66695428,b0010
0.666956,b1111
0.66697178,b0010
0.6669735,b1111
0.66698928,b0010
0.666991,b1111
0.66700678,b0010
0.6670085,b1111
0.66702428,b0010
0.667026,b1111
0.66704178,b0010
0.6670435,b1111
0.66705926,b0010
0.667061,b1111
0.66707676,b0010
0.66707848,b1111
0.66709426,b0010
0.66709598,b1111
0.66711176,b0010
0.66711348,b1111
0.66712926,b0010
0.66713098,b1111
0.66714676,b0010
0.66714848,b1111
0.66716426,b0010
0.66716598,b1111
0.66718176,b0010
0.66718348,b1111
0.66719924,b0010
0.66720096,b1111
0.66721674,b0010
0.66721846,b1111
0.66723424,b0010
0.66723596,b1111
0.66725174,b0010
0.66725346,b1111
0.66726924,b0010
0.66727096,b1111
0.66728674,b0010
0.66728846,b1111
0.66730424,b0010
0.66730596,b1111
0.66732172,b0010
0.66732344,b1111
0.66733922,b0010
0.66734094,b1111
0.66735672,b0010
0.66735844,b1111
0.66737422,b0010
0.66737594,b1111
0.66739172,b0010
0.66739344,b1111
0.66740922,b0010
0.66741094,b1111
0.66742672,b0010
0.66742844,b1111
0.6674442,b0010
0.66744592,b1111
0.6674617,b0010
0.66746342,b1111
0.6674792,b0010
0.66748092,b1111
0.6674967,b0010
0.66749842,b1111
0.6675142,b0010
0.66751592,b1111
0.6675317,b0010
0.66753342,b1111
0.6675492,b0010
0.66755092,b1111
0.66756668,b0010
0.6675684,b1111
0.66758418,b0010
0.6675859,b1111
0.66760168,b0010
0.6676034,b1111
0.66761918,b0010
0.6676209,b1111
0.66763668,b0010
0.6676384,b1111
0.66765418,b0010
0.6676559,b1111
0.66767168,b0010
0.6676734,b1111
0.66768916,b0010
0.6676909,b1111
0.66770666,b0010
0.66770838,b1111
0.66772416,b0010
0.66772588,b1111
0.66774166,b0010
0.66774338,b1111
0.66775916,b0010
0.66776088,b1111
0.66777666,b0010
0.66777838,b1111
0.66779416,b0010
0.66779588,b1111
0.66781166,b0010
0.66781338,b1111
0.66782914,b0010
0.66783086,b1111
0.66784664,b0010
0.66784836,b1111
0.66786414,b0010
0.66786586,b1111
0.66788164,b0010
0.66788336,b1111
0.66789914,b0010
0.66790086,b1111
0.66791664,b0010
0.66791836,b1111
0.66793414,b0010
0.66793586,b1111
0.66795162,b0010
0.66795334,b1111
0.66796912,b0010
0.66797084,b1111
0.66798662,b0010
0.66798834,b1111
0.66800412,b0010
0.66800584,b1111
0.66802162,b0010
0.66802334,b1111
0.66803912,b0010
0.66804084,b1111
0.66805662,b0010
0.66805834,b1111
0.6680741,b0010
0.66807582,b1111
0.6680916,b0010
0.66809332,b1111
0.6681091,b0010
0.66811082,b1111
0.6681266,b0010
0.66812832,b1111
0.6681441,b0010
0.66814582,b1111
0.6681616,b0010
0.66816332,b1111
0.6681791,b0010
0.66818082,b1111
0.66819658,b0010
0.6681983,b1111
0.66821408,b0010
0.6682158,b1111
0.66823158,b0010
0.6682333,b1111
0.66824908,b0010
0.6682508,b1111
0.66826658,b0010
0.6682683,b1111
0.66828408,b0010
0.6682858,b1111
0.66830158,b0010
0.6683033,b1111
0.66831906,b0010
0.6683208,b1111
0.66833656,b0010
0.66833828,b1111
0.66835406,b0010
0.66835578,b1111
0.66837156,b0010
0.66837328,b1111
0.66838906,b0010
0.66839078,b1111
0.66840656,b0010
0.66840828,b1111
0.66842406,b0010
0.66842578,b1111
0.66844156,b0010
0.66844328,b1111
0.66845904,b0010
0.66846076,b1111
0.66847654,b0010
0.66847826,b1111
0.66849404,b0010
0.66849576,b1111
0.66851154,b0010
0.66851326,b1111
0.66852904,b0010
0.66853076,b1111
0.66854654,b0010
0.66854826,b1111
0.66856404,b0010
0.66856576,b1111
0.66858152,b0010
0.66858324,b1111
0.66859902,b0010
0.66860074,b1111
0.66861652,b0010
0.66861824,b1111
0.66863402,b0010
0.66863574,b1111
0.66865152,b0010
0.66865324,b1111
0.66866902,b0010
0.66867074,b1111
0.66868652,b0010
0.66868824,b1111
0.668704,b0010
0.66870572,b1111
0.6687215,b0010
0.66872322,b1111
0.668739,b0010
0.66874072,b1111
0.6687565,b0010
0.66875822,b1111
0.668774,b0010
0.66877572,b1111
0.6687915,b0010
0.66879322,b1111
0.668809,b0010
0.66881072,b1111
0.66882648,b0010
0.6688282,b1111
0.66884398,b0010
0.6688457,b1111
0.66886148,b0010
0.6688632,b1111
0.66887898,b0010
0.6688807,b1111
0.66889648,b0010
0.6688982,b1111
0.66891398,b0010
0.6689157,b1111
0.66893148,b0010
0.6689332,b1111
0.66894896,b0010
0.6689507,b1111
0.66896646,b0010
0.66896818,b1111
0.66898396,b0010
0.66898568,b1111
0.66900146,b0010
0.66900318,b1111
0.66901896,b0010
0.66902068,b1111
0.66903646,b0010
0.66903818,b1111
0.66905396,b0010
0.66905568,b1111
0.66907144,b0010
0.66907318,b1111
0.66908894,b0010
0.66909066,b1111
0.66910644,b0010
0.66910816,b1111
0.66912394,b0010
0.66912566,b1111
0.66914144,b0010
0.66914316,b1111
0.66916394,b0111
0.66916566,b1111
0.74297974,b0111
0.74298146,b1111
0.74298474,b0010
0.74298646,b1111
0.74815142,b0000
0.74815314,b1111
0.74815642,b0001
0.74815814,b1111
0.74816142,b0010
0.74816314,b1111
0.74817142,b0111
0.74817314,b1111
0.74819142,b0111
0.74819314,b1110
0.7481964,b0010
0.74819812,b1111
0.7482139,b0010
0.74821562,b1111
0.7482314,b0010
0.74823312,b1111
0.7482489,b0010
0.74825062,b1111
0.7482664,b0010
0.74826812,b1111
0.7482839,b0010
0.74828562,b1111
0.7483014,b0010
0.74830312,b1111
0.74831888,b0010
0.74832062,b1111
0.74833638,b0010
0.7483381,b1111
0.74835388,b0010
0.7483556,b1111
0.74837138,b0010
0.7483731,b1111
0.74838888,b0010
0.7483906,b1111
0.74840638,b0010
0.7484081,b1111
0.74842388,b0010
0.7484256,b1111
0.74844136,b0010
0.7484431,b1111
0.74845886,b0010
0.74846058,b1111
0.74847636,b0010
0.74847808,b1111
0.74849386,b0010
0.74849558,b1111
0.74851136,b0010
0.74851308,b1111
0.74852886,b0010
0.74853058,b1111
0.74854636,b0010
0.74854808,b1111
0.74856386,b0010
0.74856558,b1111
0.74858134,b0010
0.74858306,b1111
0.74859884,b0010
0.74860056,b1111
0.74861634,b0010
0.74861806,b1111
0.74863384,b0010
0.74863556,b1111
0.74865134,b0010
0.74865306,b1111
0.74866884,b0010
0.74867056,b1111
0.74868634,b0010
0.74868806,b1111
0.74870382,b0010
0.74870554,b1111
0.74872132,b0010
0.74872304,b1111
0.74873882,b0010
0.74874054,b1111
0.74875632,b0010
0.74875804,b1111
0.74877382,b0010
0.74877554,b1111
0.74879132,b0010
0.74879304,b1111
0.74880882,b0010
0.74881054,b1111
0.7488263,b0010
0.74882802,b1111
0.7488438,b0010
0.74884552,b1111
0.7488613,b0010
0.74886302,b1111
0.7488788,b0010
0.74888052,b1111
0.7488963,b0010
0.74889802,b1111
0.7489138,b0010
0.74891552,b1111
0.7489313,b0010
0.74893302,b1111
0.74894878,b0010
0.7489505,b1111
0.74896628,b0010
0.748968,b1111
0.74898378,b0010
0.7489855,b1111
0.74900128,b0010
0.749003,b1111
0.74901878,b0010
0.7490205,b1111
0.74903628,b0010
0.749038,b1111
0.74905378,b0010
0.7490555,b1111
0.74907126,b0010
0.749073,b1111
0.74908876,b0010
0.74909048,b1111
0.74910626,b0010
0.74910798,b1111
0.74912376,b0010
0.74912548,b1111
0.74914126,b0010
0.74914298,b1111
0.74915876,b0010
0.74916048,b1111
0.74917626,b0010
0.74917798,b1111
0.74919376,b0010
0.74919548,b1111
0.74921124,b0010
0.74921296,b1111
0.74922874,b0010
0.74923046,b1111
0.74924624,b0010
0.74924796,b1111
0.74926374,b0010
0.74926546,b1111
0.74928124,b0010
0.74928296,b1111
0.74929874,b0010
0.74930046,b1111
0.74931624,b0010
0.74931796,b1111
0.74933372,b0010
0.74933544,b1111
0.74935122,b0010
0.74935294,b1111
0.74936872,b0010
0.74937044,b1111
0.74938622,b0010
0.74938794,b1111
0.74940372,b0010
0.74940544,b1111
0.74942122,b0010
0.74942294,b1111
0.74943872,b0010
0.74944044,b1111
0.7494562,b0010
0.74945792,b1111
0.7494737,b0010
0.74947542,b1111
0.7494912,b0010
0.74949292,b1111
0.7495087,b0010
0.74951042,b1111
0.7495262,b0010
0.74952792,b1111
0.7495437,b0010
0.74954542,b1111
0.7495612,b0010
0.74956292,b1111
0.74957868,b0010
0.74958042,b1111
0.74959618,b0010
0.7495979,b1111
0.74961368,b0010
0.7496154,b1111
0.74963118,b0010
0.7496329,b1111
0.74964868,b0010
0.7496504,b1111
0.74966618,b0010
0.7496679,b1111
0.74968368,b0010
0.7496854,b1111
0.74970118,b0010
0.7497029,b1111
0.74971866,b0010
