#Digilent WaveForms Logic Analyzer Bus Events
#Device Name: Discovery2
#Serial Number: SN:210321A7F8BC
#Date Time: 2019-08-15 15:51:39.054

Time (s),Event
0.08198372,b1111
0.0819995,b0010
0.08200122,b1111
0.082017,b0010
0.08201872,b1111
0.0820345,b0010
0.08203622,b1111
0.082052,b0010
0.08205372,b1111
0.0820695,b0010
0.08207122,b1111
0.08208698,b0010
0.08208872,b1111
0.08210448,b0010
0.0821062,b1111
0.08212198,b0010
0.0821237,b1111
0.08213948,b0010
0.0821412,b1111
0.08215698,b0010
0.0821587,b1111
0.08217448,b0010
0.0821762,b1111
0.08219198,b0010
0.0821937,b1111
0.08220946,b0010
0.0822112,b1111
0.08222696,b0010
0.08222868,b1111
0.08224446,b0010
0.08224618,b1111
0.08226196,b0010
0.08226368,b1111
0.08227946,b0010
0.08228118,b1111
0.08229696,b0010
0.08229868,b1111
0.08231446,b0010
0.08231618,b1111
0.08233194,b0010
0.08233368,b1111
0.08234944,b0010
0.08235116,b1111
0.08236694,b0010
0.08236866,b1111
0.08238444,b0010
0.08238616,b1111
0.08240194,b0010
0.08240366,b1111
0.08241944,b0010
0.08242116,b1111
0.08243694,b0010
0.08243866,b1111
0.08245444,b0010
0.08245616,b1111
0.08247192,b0010
0.08247364,b1111
0.08248942,b0010
0.08249114,b1111
0.08250692,b0010
0.08250864,b1111
0.08252442,b0010
0.08252614,b1111
0.08254192,b0010
0.08254364,b1111
0.08255942,b0010
0.08256114,b1111
0.08257692,b0010
0.08257864,b1111
0.0825944,b0010
0.08259612,b1111
0.0826119,b0010
0.08261362,b1111
0.0826294,b0010
0.08263112,b1111
0.0826469,b0010
0.08264862,b1111
0.0826644,b0010
0.08266612,b1111
0.0826819,b0010
0.08268362,b1111
0.0826994,b0010
0.08270112,b1111
0.08271688,b0010
0.0827186,b1111
0.08273438,b0010
0.0827361,b1111
0.08275188,b0010
0.0827536,b1111
0.08276938,b0010
0.0827711,b1111
0.08278688,b0010
0.0827886,b1111
0.08280438,b0010
0.0828061,b1111
0.08282188,b0010
0.0828236,b1111
0.08283936,b0010
0.0828411,b1111
0.08285686,b0010
0.08285858,b1111
0.08287436,b0010
0.08287608,b1111
0.08289186,b0010
0.08289358,b1111
0.08290936,b0010
0.08291108,b1111
0.08292686,b0010
0.08292858,b1111
0.08294436,b0010
0.08294608,b1111
0.08296186,b0010
0.08296358,b1111
0.08297934,b0010
0.08298106,b1111
0.08299684,b0010
0.08299856,b1111
0.08301434,b0010
0.08301606,b1111
0.08303184,b0010
0.08303356,b1111
0.08304934,b0010
0.08305106,b1111
0.08306684,b0010
0.08306856,b1111
0.08308434,b0010
0.08308606,b1111
0.08310182,b0010
0.08310354,b1111
0.08311932,b0010
0.08312104,b1111
0.08313682,b0010
0.08313854,b1111
0.08315432,b0010
0.08315604,b1111
0.08317182,b0010
0.08317354,b1111
0.08318932,b0010
0.08319104,b1111
0.08320682,b0010
0.08320854,b1111
0.0832243,b0010
0.08322602,b1111
0.0832418,b0010
0.08324352,b1111
0.0832593,b0010
0.08326102,b1111
0.0832768,b0010
0.08327852,b1111
0.0832943,b0010
0.08329602,b1111
0.0833118,b0010
0.08331352,b1111
0.0833293,b0010
0.08333102,b1111
0.0833468,b0010
0.08334852,b1111
0.08336428,b0010
0.083366,b1111
0.08338178,b0010
0.0833835,b1111
0.08339928,b0010
0.083401,b1111
0.08341678,b0010
0.0834185,b1111
0.08343428,b0010
0.083436,b1111
0.08345178,b0010
0.0834535,b1111
0.08346928,b0010
0.083471,b1111
0.08348676,b0010
0.08348848,b1111
0.08350426,b0010
0.08350598,b1111
0.08352176,b0010
0.08352348,b1111
0.08353926,b0010
0.08354098,b1111
0.08355676,b0010
0.08355848,b1111
0.08357426,b0010
0.08357598,b1111
0.08359176,b0010
0.08359348,b1111
0.08360924,b0010
0.08361096,b1111
0.08362674,b0010
0.08362846,b1111
0.08364424,b0010
0.08364596,b1111
0.08366174,b0010
0.08366346,b1111
0.08367924,b0010
0.08368096,b1111
0.08369674,b0010
0.08369846,b1111
0.08371424,b0010
0.08371596,b1111
0.08373172,b0010
0.08373344,b1111
0.08374922,b0010
0.08375094,b1111
0.08376672,b0010
0.08376844,b1111
0.08378422,b0010
0.08378594,b1111
0.08380172,b0010
0.08380344,b1111
0.08381922,b0010
0.08382094,b1111
0.08383672,b0010
0.08383844,b1111
0.0838542,b0010
0.08385594,b1111
0.0838717,b0010
0.08387342,b1111
0.0838892,b0010
0.08389092,b1111
0.0839067,b0010
0.08390842,b1111
0.0839242,b0010
0.08392592,b1111
0.0839417,b0010
0.08394342,b1111
0.0839592,b0010
0.08396092,b1111
0.0839767,b0010
0.08397842,b1111
0.08399418,b0010
0.0839959,b1111
0.08401168,b0010
0.0840134,b1111
0.08402918,b0010
0.0840309,b1111
0.08404668,b0010
0.0840484,b1111
0.08406418,b0010
0.0840659,b1111
0.08408168,b0010
0.0840834,b1111
0.08409918,b0010
0.0841009,b1111
0.08411666,b0010
0.08411838,b1111
0.08413416,b0010
0.08413588,b1111
0.08415166,b0010
0.08415338,b1111
0.08416916,b0010
0.08417088,b1111
0.08418666,b0010
0.08418838,b1111
0.08420416,b0010
0.08420588,b1111
0.08422166,b0010
0.08422338,b1111
0.08423914,b0010
0.08424086,b1111
0.08425664,b0010
0.08425836,b1111
0.08427414,b0010
0.08427586,b1111
0.08429164,b0010
0.08429336,b1111
0.08430914,b0010
0.08431086,b1111
0.08432664,b0010
0.08432836,b1111
0.08434414,b0010
0.08434586,b1111
0.08436162,b0010
0.08436334,b1111
0.08437912,b0010
0.08438084,b1111
0.08439662,b0010
0.08439834,b1111
0.08441412,b0010
0.08441584,b1111
0.08443162,b0010
0.08443334,b1111
0.08444912,b0010
0.08445084,b1111
0.08446662,b0010
0.08446834,b1111
0.0844841,b0010
0.08448584,b1111
0.0845016,b0010
0.08450332,b1111
0.0845191,b0010
0.08452082,b1111
0.0845366,b0010
0.08453832,b1111
0.0845541,b0010
0.08455582,b1111
0.0845716,b0010
0.08457332,b1111
0.0845891,b0010
0.08459082,b1111
0.0846066,b0010
0.08460832,b1111
0.08462408,b0010
0.0846258,b1111
0.08464158,b0010
0.0846433,b1111
0.08465908,b0010
0.0846608,b1111
0.08467658,b0010
0.0846783,b1111
0.08469908,b0111
0.0847008,b1111
0.15852488,b0111
0.1585266,b1111
0.15852988,b0010
0.1585316,b1111
0.16369656,b0000
0.16369828,b1111
0.16370156,b0001
0.16370328,b1111
0.16370656,b0010
0.16370828,b1111
0.16371656,b0111
0.16371828,b1111
0.16373654,b0111
0.16373826,b1110
0.16374154,b0010
0.16374326,b1111
0.16375904,b0010
0.16376076,b1111
0.16377654,b0010
0.16377826,b1111
0.16379404,b0010
0.16379576,b1111
0.16381154,b0010
0.16381326,b1111
0.16382904,b0010
0.16383076,b1111
0.16384652,b0010
0.16384826,b1111
0.16386402,b0010
0.16386574,b1111
0.16388152,b0010
0.16388324,b1111
0.16389902,b0010
0.16390074,b1111
0.16391652,b0010
0.16391824,b1111
0.16393402,b0010
0.16393574,b1111
0.16395152,b0010
0.16395324,b1111
0.163969,b0010
0.16397074,b1111
0.1639865,b0010
0.16398822,b1111
0.164004,b0010
0.16400572,b1111
0.1640215,b0010
0.16402322,b1111
0.164039,b0010
0.16404072,b1111
0.1640565,b0010
0.16405822,b1111
0.164074,b0010
0.16407572,b1111
0.1640915,b0010
0.16409322,b1111
0.16410898,b0010
0.1641107,b1111
0.16412648,b0010
0.1641282,b1111
0.16414398,b0010
0.1641457,b1111
0.16416148,b0010
0.1641632,b1111
0.16417898,b0010
0.1641807,b1111
0.16419648,b0010
0.1641982,b1111
0.16421398,b0010
0.1642157,b1111
0.16423146,b0010
0.16423318,b1111
0.16424896,b0010
0.16425068,b1111
0.16426646,b0010
0.16426818,b1111
0.16428396,b0010
0.16428568,b1111
0.16430146,b0010
0.16430318,b1111
0.16431896,b0010
0.16432068,b1111
0.16433646,b0010
0.16433818,b1111
0.16435394,b0010
0.16435566,b1111
0.16437144,b0010
0.16437316,b1111
0.16438894,b0010
0.16439066,b1111
0.16440644,b0010
0.16440816,b1111
0.16442394,b0010
0.16442566,b1111
0.16444144,b0010
0.16444316,b1111
0.16445894,b0010
0.16446066,b1111
0.16447642,b0010
0.16447816,b1111
0.16449392,b0010
0.16449564,b1111
0.16451142,b0010
0.16451314,b1111
0.16452892,b0010
0.16453064,b1111
0.16454642,b0010
0.16454814,b1111
0.16456392,b0010
0.16456564,b1111
0.16458142,b0010
0.16458314,b1111
0.16459892,b0010
0.16460064,b1111
0.1646164,b0010
0.16461812,b1111
0.1646339,b0010
0.16463562,b1111
0.1646514,b0010
0.16465312,b1111
0.1646689,b0010
0.16467062,b1111
0.1646864,b0010
0.16468812,b1111
0.1647039,b0010
0.16470562,b1111
0.1647214,b0010
0.16472312,b1111
0.16473888,b0010
0.1647406,b1111
0.16475638,b0010
0.1647581,b1111
0.16477388,b0010
0.1647756,b1111
0.16479138,b0010
0.1647931,b1111
0.16480888,b0010
0.1648106,b1111
0.16482638,b0010
0.1648281,b1111
0.16484388,b0010
0.1648456,b1111
0.16486136,b0010
0.16486308,b1111
0.16487886,b0010
0.16488058,b1111
0.16489636,b0010
0.16489808,b1111
0.16491386,b0010
0.16491558,b1111
0.16493136,b0010
0.16493308,b1111
0.16494886,b0010
0.16495058,b1111
0.16496636,b0010
0.16496808,b1111
0.16498386,b0010
0.16498558,b1111
0.16500134,b0010
0.16500306,b1111
0.16501884,b0010
0.16502056,b1111
0.16503634,b0010
0.16503806,b1111
0.16505384,b0010
0.16505556,b1111
0.16507134,b0010
0.16507306,b1111
0.16508884,b0010
0.16509056,b1111
0.16510634,b0010
0.16510806,b1111
0.16512382,b0010
0.16512554,b1111
0.16514132,b0010
0.16514304,b1111
0.16515882,b0010
0.16516054,b1111
0.16517632,b0010
0.16517804,b1111
0.16519382,b0010
0.16519554,b1111
0.16521132,b0010
0.16521304,b1111
0.16522882,b0010
0.16523054,b1111
0.1652463,b0010
0.16524802,b1111
0.1652638,b0010
0.16526552,b1111
0.1652813,b0010
0.16528302,b1111
0.1652988,b0010
0.16530052,b1111
0.1653163,b0010
0.16531802,b1111
0.1653338,b0010
0.16533552,b1111
0.1653513,b0010
0.16535302,b1111
0.16536878,b0010
0.1653705,b1111
0.16538628,b0010
0.165388,b1111
0.16540378,b0010
0.1654055,b1111
0.16542128,b0010
0.165423,b1111
0.16543878,b0010
0.1654405,b1111
0.16545628,b0010
0.165458,b1111
0.16547378,b0010
0.1654755,b1111
0.16549126,b0010
0.165493,b1111
0.16550876,b0010
0.16551048,b1111
0.16552626,b0010
0.16552798,b1111
0.16554376,b0010
0.16554548,b1111
0.16556126,b0010
0.16556298,b1111
0.16557876,b0010
0.16558048,b1111
0.16559626,b0010
0.16559798,b1111
0.16561376,b0010
0.16561548,b1111
0.16563124,b0010
0.16563296,b1111
0.16564874,b0010
0.16565046,b1111
0.16566624,b0010
0.16566796,b1111
0.16568374,b0010
0.16568546,b1111
0.16570124,b0010
0.16570296,b1111
0.16571874,b0010
0.16572046,b1111
0.16573624,b0010
0.16573796,b1111
0.16575372,b0010
0.16575544,b1111
0.16577122,b0010
0.16577294,b1111
0.16578872,b0010
0.16579044,b1111
0.16580622,b0010
0.16580794,b1111
0.16582372,b0010
0.16582544,b1111
0.16584122,b0010
0.16584294,b1111
0.16585872,b0010
0.16586044,b1111
0.1658762,b0010
0.16587792,b1111
0.1658937,b0010
0.16589542,b1111
0.1659112,b0010
0.16591292,b1111
0.1659287,b0010
0.16593042,b1111
0.1659462,b0010
0.16594792,b1111
0.1659637,b0010
0.16596542,b1111
0.1659812,b0010
0.16598292,b1111
0.16599868,b0010
0.1660004,b1111
0.16601618,b0010
0.1660179,b1111
0.16603368,b0010
0.1660354,b1111
0.16605118,b0010
0.1660529,b1111
0.16606868,b0010
0.1660704,b1111
0.16608618,b0010
0.1660879,b1111
0.16610368,b0010
0.1661054,b1111
0.16612116,b0010
0.1661229,b1111
0.16613866,b0010
0.16614038,b1111
0.16615616,b0010
0.16615788,b1111
0.16617366,b0010
0.16617538,b1111
0.16619116,b0010
0.16619288,b1111
0.16620866,b0010
0.16621038,b1111
0.16622616,b0010
0.16622788,b1111
0.16624366,b0010
0.16624538,b1111
0.16626114,b0010
0.16626286,b1111
0.16627864,b0010
0.16628036,b1111
0.16629614,b0010
0.16629786,b1111
0.16631364,b0010
0.16631536,b1111
0.16633114,b0010
0.16633286,b1111
0.16634864,b0010
0.16635036,b1111
0.16636614,b0010
0.16636786,b1111
0.16638362,b0010
0.16638534,b1111
0.16640112,b0010
0.16640284,b1111
0.16641862,b0010
0.16642034,b1111
0.16643612,b0010
0.16643784,b1111
0.16645362,b0010
0.16645534,b1111
0.16647112,b0010
0.16647284,b1111
0.16648862,b0010
0.16649034,b1111
0.1665061,b0010
0.16650782,b1111
0.1665236,b0010
0.16652532,b1111
0.1665411,b0010
0.16654282,b1111
0.1665586,b0010
0.16656032,b1111
0.1665761,b0010
0.16657782,b1111
0.1665936,b0010
0.16659532,b1111
0.1666111,b0010
0.16661282,b1111
0.16662858,b0010
0.1666303,b1111
0.16664608,b0010
0.1666478,b1111
0.16666358,b0010
0.1666653,b1111
0.16668108,b0010
0.1666828,b1111
0.16669858,b0010
0.1667003,b1111
0.16671608,b0010
0.1667178,b1111
0.16673358,b0010
0.1667353,b1111
0.16675106,b0010
0.1667528,b1111
0.16676856,b0010
0.16677028,b1111
0.16678606,b0010
0.16678778,b1111
0.16680356,b0010
0.16680528,b1111
0.16682106,b0010
0.16682278,b1111
0.16683856,b0010
0.16684028,b1111
0.16685606,b0010
0.16685778,b1111
0.16687356,b0010
0.16687528,b1111
0.16689104,b0010
0.16689276,b1111
0.16690854,b0010
0.16691026,b1111
0.16692604,b0010
0.16692776,b1111
0.16694354,b0010
0.16694526,b1111
0.16696104,b0010
0.16696276,b1111
0.16697854,b0010
0.16698026,b1111
0.16699604,b0010
0.16699776,b1111
0.16701352,b0010
0.16701524,b1111
0.16703102,b0010
0.16703274,b1111
0.16704852,b0010
0.16705024,b1111
0.16706602,b0010
0.16706774,b1111
0.16708352,b0010
0.16708524,b1111
0.16710102,b0010
0.16710274,b1111
0.16711852,b0010
0.16712024,b1111
0.167136,b0010
0.16713772,b1111
0.1671535,b0010
0.16715522,b1111
0.167171,b0010
0.16717272,b1111
0.1671885,b0010
0.16719022,b1111
0.167206,b0010
0.16720772,b1111
0.1672235,b0010
0.16722522,b1111
0.167241,b0010
0.16724272,b1111
0.16725848,b0010
0.16726022,b1111
0.16727598,b0010
0.1672777,b1111
0.16729348,b0010
0.1672952,b1111
0.16731098,b0010
0.1673127,b1111
0.16732848,b0010
0.1673302,b1111
0.16734598,b0010
0.1673477,b1111
0.16736348,b0010
0.1673652,b1111
0.16738098,b0010
0.1673827,b1111
0.16739846,b0010
0.16740018,b1111
0.16741596,b0010
0.16741768,b1111
0.16743346,b0010
0.16743518,b1111
0.16745096,b0010
0.16745268,b1111
0.16746846,b0010
0.16747018,b1111
0.16748596,b0010
0.16748768,b1111
0.16750346,b0010
0.16750518,b1111
0.16752094,b0010
0.16752266,b1111
0.16753844,b0010
0.16754016,b1111
0.16755594,b0010
0.16755766,b1111
0.16757344,b0010
0.16757516,b1111
0.16759094,b0010
0.16759266,b1111
0.16760844,b0010
0.16761016,b1111
0.16762594,b0010
0.16762766,b1111
0.16764342,b0010
0.16764514,b1111
0.16766092,b0010
0.16766264,b1111
0.16767842,b0010
0.16768014,b1111
0.16769592,b0010
0.16769764,b1111
0.16771342,b0010
0.16771514,b1111
0.16773092,b0010
0.16773264,b1111
0.16774842,b0010
0.16775014,b1111
0.1677659,b0010
0.16776762,b1111
0.1677834,b0010
0.16778512,b1111
0.1678009,b0010
0.16780262,b1111
0.1678184,b0010
0.16782012,b1111
0.1678359,b0010
0.16783762,b1111
0.1678534,b0010
0.16785512,b1111
0.1678709,b0010
0.16787262,b1111
0.16788838,b0010
0.16789012,b1111
0.16790588,b0010
0.1679076,b1111
0.16792338,b0010
0.1679251,b1111
0.16794088,b0010
0.1679426,b1111
0.16795838,b0010
0.1679601,b1111
0.16797588,b0010
0.1679776,b1111
0.16799338,b0010
0.1679951,b1111
0.16801086,b0010
0.1680126,b1111
0.16802836,b0010
0.16803008,b1111
0.16804586,b0010
0.16804758,b1111
0.16806336,b0010
0.16806508,b1111
0.16808086,b0010
0.16808258,b1111
0.16809836,b0010
0.16810008,b1111
0.16811586,b0010
0.16811758,b1111
0.16813336,b0010
0.16813508,b1111
0.16815084,b0010
0.16815256,b1111
0.16816834,b0010
0.16817006,b1111
0.16818584,b0010
0.16818756,b1111
0.16820834,b0111
0.16821006,b1111
0.24201164,b0111
0.24201336,b1111
0.24201664,b0010
0.24201836,b1111
0.24718332,b0000
0.24718504,b1111
0.24718832,b0001
0.24719004,b1111
0.24719332,b0010
0.24719504,b1111
0.24720332,b0111
0.24720504,b1111
0.24722332,b0111
0.24722504,b1110
0.24722832,b0010
0.24723004,b1111
0.24724582,b0010
0.24724754,b1111
0.2472633,b0010
0.24726502,b1111
0.2472808,b0010
0.24728252,b1111
0.2472983,b0010
0.24730002,b1111
0.2473158,b0010
0.24731752,b1111
0.2473333,b0010
0.24733502,b1111
0.2473508,b0010
0.24735252,b1111
0.2473683,b0010
0.24737002,b1111
0.24738578,b0010
0.2473875,b1111
0.24740328,b0010
0.247405,b1111
0.24742078,b0010
0.2474225,b1111
0.24743828,b0010
0.24744,b1111
0.24745578,b0010
0.2474575,b1111
0.24747328,b0010
0.247475,b1111
0.24749078,b0010
0.2474925,b1111
0.24750826,b0010
0.24751,b1111
0.24752576,b0010
0.24752748,b1111
0.24754326,b0010
0.24754498,b1111
0.24756076,b0010
0.24756248,b1111
0.24757826,b0010
0.24757998,b1111
0.24759576,b0010
0.24759748,b1111
0.24761326,b0010
0.24761498,b1111
0.24763074,b0010
0.24763248,b1111
0.24764824,b0010
0.24764996,b1111
0.24766574,b0010
0.24766746,b1111
0.24768324,b0010
0.24768496,b1111
0.24770074,b0010
0.24770246,b1111
0.24771824,b0010
0.24771996,b1111
0.24773574,b0010
0.24773746,b1111
0.24775324,b0010
0.24775496,b1111
0.24777072,b0010
0.24777244,b1111
0.24778822,b0010
0.24778994,b1111
0.24780572,b0010
0.24780744,b1111
0.24782322,b0010
0.24782494,b1111
0.24784072,b0010
0.24784244,b1111
0.24785822,b0010
0.24785994,b1111
0.24787572,b0010
0.24787744,b1111
0.2478932,b0010
0.24789492,b1111
0.2479107,b0010
0.24791242,b1111
0.2479282,b0010
0.24792992,b1111
0.2479457,b0010
0.24794742,b1111
0.2479632,b0010
0.24796492,b1111
0.2479807,b0010
0.24798242,b1111
0.2479982,b0010
0.24799992,b1111
0.24801568,b0010
0.2480174,b1111
0.24803318,b0010
0.2480349,b1111
0.24805068,b0010
0.2480524,b1111
0.24806818,b0010
0.2480699,b1111
0.24808568,b0010
0.2480874,b1111
0.24810318,b0010
0.2481049,b1111
0.24812068,b0010
0.2481224,b1111
0.24813816,b0010
0.24813988,b1111
0.24815566,b0010
0.24815738,b1111
0.24817316,b0010
0.24817488,b1111
0.24819066,b0010
0.24819238,b1111
0.24820816,b0010
0.24820988,b1111
0.24822566,b0010
0.24822738,b1111
0.24824316,b0010
0.24824488,b1111
0.24826064,b0010
0.24826238,b1111
0.24827814,b0010
0.24827986,b1111
0.24829564,b0010
0.24829736,b1111
0.24831314,b0010
0.24831486,b1111
0.24833064,b0010
0.24833236,b1111
0.24834814,b0010
0.24834986,b1111
0.24836564,b0010
0.24836736,b1111
0.24838314,b0010
0.24838486,b1111
0.24840062,b0010
0.24840234,b1111
0.24841812,b0010
0.24841984,b1111
0.24843562,b0010
0.24843734,b1111
0.24845312,b0010
0.24845484,b1111
0.24847062,b0010
0.24847234,b1111
0.24848812,b0010
0.24848984,b1111
0.24850562,b0010
0.24850734,b1111
0.2485231,b0010
0.24852482,b1111
0.2485406,b0010
0.24854232,b1111
0.2485581,b0010
0.24855982,b1111
0.2485756,b0010
0.24857732,b1111
0.2485931,b0010
0.24859482,b1111
0.2486106,b0010
0.24861232,b1111
0.2486281,b0010
0.24862982,b1111
0.24864558,b0010
0.2486473,b1111
0.24866308,b0010
0.2486648,b1111
0.24868058,b0010
0.2486823,b1111
0.24869808,b0010
0.2486998,b1111
0.24871558,b0010
0.2487173,b1111
0.24873308,b0010
0.2487348,b1111
0.24875058,b0010
0.2487523,b1111
0.24876806,b0010
0.2487698,b1111
0.24878556,b0010
0.24878728,b1111
0.24880306,b0010
0.24880478,b1111
0.24882056,b0010
0.24882228,b1111
0.24883806,b0010
0.24883978,b1111
0.24885556,b0010
0.24885728,b1111
0.24887306,b0010
0.24887478,b1111
0.24889056,b0010
0.24889228,b1111
0.24890804,b0010
0.24890976,b1111
0.24892554,b0010
0.24892726,b1111
0.24894304,b0010
0.24894476,b1111
0.24896054,b0010
0.24896226,b1111
0.24897804,b0010
0.24897976,b1111
0.24899554,b0010
0.24899726,b1111
0.24901302,b0010
0.24901476,b1111
0.24903052,b0010
0.24903224,b1111
0.24904802,b0010
0.24904974,b1111
0.24906552,b0010
0.24906724,b1111
0.24908302,b0010
0.24908474,b1111
0.24910052,b0010
0.24910224,b1111
0.24911802,b0010
0.24911974,b1111
0.24913552,b0010
0.24913724,b1111
0.249153,b0010
0.24915472,b1111
0.2491705,b0010
0.24917222,b1111
0.249188,b0010
0.24918972,b1111
0.2492055,b0010
0.24920722,b1111
0.249223,b0010
0.24922472,b1111
0.2492405,b0010
0.24924222,b1111
0.249258,b0010
0.24925972,b1111
0.24927548,b0010
0.2492772,b1111
0.24929298,b0010
0.2492947,b1111
0.24931048,b0010
0.2493122,b1111
0.24932798,b0010
0.2493297,b1111
0.24934548,b0010
0.2493472,b1111
0.24936298,b0010
0.2493647,b1111
0.24938048,b0010
0.2493822,b1111
0.24939796,b0010
0.24939968,b1111
0.24941546,b0010
0.24941718,b1111
0.24943296,b0010
0.24943468,b1111
0.24945046,b0010
0.24945218,b1111
0.24946796,b0010
0.24946968,b1111
0.24948546,b0010
0.24948718,b1111
0.24950296,b0010
0.24950468,b1111
0.24952044,b0010
0.24952218,b1111
0.24953794,b0010
0.24953966,b1111
0.24955544,b0010
0.24955716,b1111
0.24957294,b0010
0.24957466,b1111
0.24959044,b0010
0.24959216,b1111
0.24960794,b0010
0.24960966,b1111
0.24962544,b0010
0.24962716,b1111
0.24964294,b0010
0.24964466,b1111
0.24966042,b0010
0.24966214,b1111
0.24967792,b0010
0.24967964,b1111
0.24969542,b0010
0.24969714,b1111
0.24971292,b0010
0.24971464,b1111
0.24973042,b0010
0.24973214,b1111
0.24974792,b0010
0.24974964,b1111
0.24976542,b0010
0.24976714,b1111
0.2497829,b0010
0.24978462,b1111
0.2498004,b0010
0.24980212,b1111
0.2498179,b0010
0.24981962,b1111
0.2498354,b0010
0.24983712,b1111
0.2498529,b0010
0.24985462,b1111
0.2498704,b0010
0.24987212,b1111
0.2498879,b0010
0.24988962,b1111
0.24990538,b0010
0.2499071,b1111
0.24992288,b0010
0.2499246,b1111
0.24994038,b0010
0.2499421,b1111
0.24995788,b0010
0.2499596,b1111
0.24997538,b0010
0.2499771,b1111
0.24999288,b0010
0.2499946,b1111
0.25001038,b0010
0.2500121,b1111
0.25002786,b0010
0.2500296,b1111
0.25004536,b0010
0.25004708,b1111
0.25006286,b0010
0.25006458,b1111
0.25008036,b0010
0.25008208,b1111
0.25009786,b0010
0.25009958,b1111
0.25011536,b0010
0.25011708,b1111
0.25013286,b0010
0.25013458,b1111
0.25015036,b0010
0.25015208,b1111
0.25016784,b0010
0.25016956,b1111
0.25018534,b0010
0.25018706,b1111
0.25020284,b0010
0.25020456,b1111
0.25022034,b0010
0.25022206,b1111
0.25023784,b0010
0.25023956,b1111
0.25025534,b0010
0.25025706,b1111
0.25027284,b0010
0.25027456,b1111
0.25029032,b0010
0.25029204,b1111
0.25030782,b0010
0.25030954,b1111
0.25032532,b0010
0.25032704,b1111
0.25034282,b0010
0.25034454,b1111
0.25036032,b0010
0.25036204,b1111
0.25037782,b0010
0.25037954,b1111
0.25039532,b0010
0.25039704,b1111
0.2504128,b0010
0.25041452,b1111
0.2504303,b0010
0.25043202,b1111
0.2504478,b0010
0.25044952,b1111
0.2504653,b0010
0.25046702,b1111
0.2504828,b0010
0.25048452,b1111
0.2505003,b0010
0.25050202,b1111
0.2505178,b0010
0.25051952,b1111
0.25053528,b0010
0.25053702,b1111
0.25055278,b0010
0.2505545,b1111
0.25057028,b0010
0.250572,b1111
0.25058778,b0010
0.2505895,b1111
0.25060528,b0010
0.250607,b1111
0.25062278,b0010
0.2506245,b1111
0.25064028,b0010
0.250642,b1111
0.25065778,b0010
0.2506595,b1111
0.25067526,b0010
0.25067698,b1111
0.25069276,b0010
0.25069448,b1111
0.25071026,b0010
0.25071198,b1111
0.25072776,b0010
0.25072948,b1111
0.25074526,b0010
0.25074698,b1111
0.25076276,b0010
0.25076448,b1111
0.25078026,b0010
0.25078198,b1111
0.25079774,b0010
0.25079946,b1111
0.25081524,b0010
0.25081696,b1111
0.25083274,b0010
0.25083446,b1111
0.25085024,b0010
0.25085196,b1111
0.25086774,b0010
0.25086946,b1111
0.25088524,b0010
0.25088696,b1111
0.25090274,b0010
0.25090446,b1111
0.25092022,b0010
0.25092194,b1111
0.25093772,b0010
0.25093944,b1111
0.25095522,b0010
0.25095694,b1111
0.25097272,b0010
0.25097444,b1111
0.25099022,b0010
0.25099194,b1111
0.25100772,b0010
0.25100944,b1111
0.25102522,b0010
0.25102694,b1111
0.2510427,b0010
0.25104444,b1111
0.2510602,b0010
0.25106192,b1111
0.2510777,b0010
0.25107942,b1111
0.2510952,b0010
0.25109692,b1111
0.2511127,b0010
0.25111442,b1111
0.2511302,b0010
0.25113192,b1111
0.2511477,b0010
0.25114942,b1111
0.2511652,b0010
0.25116692,b1111
0.25118268,b0010
0.2511844,b1111
0.25120018,b0010
0.2512019,b1111
0.25121768,b0010
0.2512194,b1111
0.25123518,b0010
0.2512369,b1111
0.25125268,b0010
0.2512544,b1111
0.25127018,b0010
0.2512719,b1111
0.25128768,b0010
0.2512894,b1111
0.25130516,b0010
0.25130688,b1111
0.25132266,b0010
0.25132438,b1111
0.25134016,b0010
0.25134188,b1111
0.25135766,b0010
0.25135938,b1111
0.25137516,b0010
0.25137688,b1111
0.25139266,b0010
0.25139438,b1111
0.25141016,b0010
0.25141188,b1111
0.25142764,b0010
0.25142936,b1111
0.25144514,b0010
0.25144686,b1111
0.25146264,b0010
0.25146436,b1111
0.25148014,b0010
0.25148186,b1111
0.25149764,b0010
0.25149936,b1111
0.25151514,b0010
0.25151686,b1111
0.25153264,b0010
0.25153436,b1111
0.25155012,b0010
0.25155184,b1111
0.25156762,b0010
0.25156934,b1111
0.25158512,b0010
0.25158684,b1111
0.25160262,b0010
0.25160434,b1111
0.25162012,b0010
0.25162184,b1111
0.25163762,b0010
0.25163934,b1111
0.25165512,b0010
0.25165684,b1111
0.2516726,b0010
0.25167434,b1111
0.2516951,b0111
0.25169682,b1111
0.3254984,b0111
0.32550012,b1111
0.3255034,b0010
0.32550512,b1111
0.33067008,b0000
0.3306718,b1111
0.33067508,b0001
0.3306768,b1111
0.33068008,b0010
0.3306818,b1111
0.33069008,b0111
0.3306918,b1111
0.33071008,b0111
0.3307118,b1110
0.33071508,b0010
0.3307168,b1111
0.33073258,b0010
0.3307343,b1111
0.33075008,b0010
0.3307518,b1111
0.33076758,b0010
0.3307693,b1111
0.33078506,b0010
0.33078678,b1111
0.33080256,b0010
0.33080428,b1111
0.33082006,b0010
0.33082178,b1111
0.33083756,b0010
0.33083928,b1111
0.33085506,b0010
